subject,verb,object
indicador,subir,"2,7 ponto"
indicador,também ter,"baixa de 4,0 ponto"
indicador,ter,"queda de 0,5 % em relação a fevereiro"
indicador,ter,taxa próximo
indicador de bc,incorporar além não considerar,lado de demanda
indicador de clima econômico ice de américa latino,registrar,"aumento de 11,8 ponto entre terceiro"
indicador de confiança de setor produtivo,também reforçar,preocupação
indicador de fmi,trazer,porcentagem de dívida líquido em relação a pib.
indicador de nível de atividade,registrar,"crescimento de 1,65 %"
indicador de nível de atividade,registrar,"crescimento de 3,68 %"
indicador de situação atual isa,avançar,"22,7 ponto"
indicador em 12 mês,indicar,ganho de fôlego de setor
indicador mensal,retomar,expansão pequeno
indicador recente,apontar,crescimento modesto de gasto
indicador recente,sinalizar,arrefecimento de inflação em país
indicador relativo a atividade corrente,sinalizar,melhora
indicador relativo a violência contra mulher,apresentar,crescimento
indicação,representar,mudança radical em pasta
indicação,seguir ocupar,vaga
indicação,ser não facilitar,controle orçamentário
indicação,tendo,forte caráter político
indicação,ter,impacto positivo aumentar
indicação,ter,"r$ 19,4 bilhões"
indicação de beyoncé,incluir,gravação
indicação de cantor em premiação importante de ramo,fazer questionar,motivos
indicação de haddad,frustrar,expectativa daqueles
indicação de novo presidente de emusa,gerar,polêmica
indicação de parente de político,cria enfraquecer,fiscalização de tribunal de conta
indicação de parente para tribunal de conta,gerar,disputa jurídico
indiciadas,furtar,grande quantidade de mercadoria
indiciados,não desejar inclusive tentar socorrer,vítima
indiciados,querer cumprir,medida cautelar como monitoramento eletrônico como garantia ficar em mínimo a cinco quilômetro de local de jogo
indiciamento,não impedir,trump continuar com campanha presidencial
indiciamento,pôr,trump
indiciamento,trazer,imagem forte
indiciamento de trump,deixar,divisão político de país
indiciamento em justiça de eua,dificultar,eventual extradição de cherkasov para rússia
indisponibilidade em uma de esfera,impossibilitar,serviço
inditex duas de maior companhia de moda de mundo,pressionar,índices
indivíduo,atacar,trabalho
indivíduo,banidospodem enfrentar,medida adicional relacionado a cooperação policial
indivíduo,complementar,prato
indivíduo,desempenhar bem junto,papéis
indivíduo,não comar,alimento gorduroso
indivíduo,não ter,alergia a iodo
indivíduo,quando decidir estabelecer,regra para jogo
indivíduo,representar,reencarnação de buda em terra
indivíduo,roubar,veículo
indivíduo,saber ter,dano
indivíduo,ter,chance 14 % menor desenvolver
indivíduo,ter,fator de risco
indivíduo,ter,rendimento maior
indivíduo,ter além,capacidade escolher
indivíduo,ter individualmente não formar,preço
indivíduo promissor,facilmente perder,oportunidade brilhar
indonésia,aprovar,lei
indonésia,decretar,alerta máximo
indonésia,não criminalizar restringir,série de direito como casamento
indonésia,ordenar,retirada de 2.000 pessoa
indonésia,ter,maior população de mundo
indonésia,ter,vulcão
indonésia,tirar,2 mil pessoa
indulto,conceder,perdão de pena
indulto,não ter,efeito automático
indulto,ter,alcance limitado
indulto de bolsonaro,beneficiar,condenado a penas de reclusão
indulto de bolsonaro,cumprir,papel desafogar
indulto de natal,perdoar,pena de policial
indulto de natal de bolsonaro,perdoar,penas de condenado por furto
indulto natalino,representar,reiteração de estado brasileiro
indulto presidencial,ser abranger,preso
indígena,abandonar receber,criança
indígena,afirmar cometer,equívoco
indígena,já ocupar,terra de brasil
indígena,ocupar,14 % de território nacional
indígena,ocupar,território
indígena,onde atravessar,crise sanitário
indígena,recusar,oferta de tartaruga
indígena,recusar diante aceitar,empreitada
indústria,além remunerar melhor ter,encadeamento em atividade econômico
indústria,amargar,três queda
indústria,como tratar tratar,ideia de população
indústria,encaminhar também,antigo blindado de tipo leopard 1
indústria,fechar,2022
indústria,fechar,ano
indústria,gerar,3 milhões de emprego
indústria,levar trabalhar assim tentar ressocializar também remir,pena
indústria,produzir,536 mil carro crescimento de 8 % sobre três primeiro mês de 2022
indústria,querer,contrato de gás russo
indústria,receber,luz verde de berlim
indústria,registrar,"avanço de 1,7 %"
indústria,também financiar,estado brasileiro
indústria,ter,redução de carga
indústria,ter,resultado misto
indústria,ter pagar,valores
indústria alimentício,querer usar,tecnologia de edição genético
indústria alimentício,também desejar introduzir,características
indústria armamentista,receber cortar,despesa
indústria automotivo,passar anunciar,paralisação de principal fábrica
indústria automotivo,passar anunciar,paralisação de principal fábrica em brasil
indústria brasileiro,defender,criação de imposto sobre comércio eletrônico
indústria de beleza,impactar negativamente,autoestima
indústria de felino,abastecer,prateleiras
indústria de lazer,incluir,hotel
indústria de móveis multform em novo iguaçu,ter,vaga para estofador com experiência
indústria de semicondutor em brasil,atualmente faturar,r$ 3 bilhões
indústria de transformação,representar,"16,8 % de pib brasileiro 10 ponto percentual mais de peso de soma de agro 6,5 % em economia"
"indústria de transformação –0,3 %",ter,perda
indústria extrativo petróleo,representar,parcela ínfimo dessas ocupação 212 mil
indústria fluminense,atingir também eliminar,resultado positivo
indústria moderno de entretenimento,também contar agora,história variado de madrasta desde filme lado a lado de 1998 até série de tv família moderno
indústria mundial,movimentar,us$ 200 bilhões
indústria nacional,encerrar,ano de 2022
indústria nacional,ter,capacidade tecnológico finalizar partir de importação de ifa
indústria nacional,ter,pressa em reindustrialização de brasil
indústria nacional,viver,retração
indústria paranaense,registrar,aumento expressivo
ineac,desenvolver,roda de conversa
inep,alertar ainda não solicitar,reaplicação
inep,cobrar,indicação dessa vacina
inep,divulgar,gabarito
inep,não apresentar,posicionamento sobre variação de inscrito em região
inep,orientar,candidato
inep,precisar apresentar apresentar,exemplo de novo modelo de prova
inep,reafirmar,compromisso com participante de enem 2022
inep,também divulgar,cronograma de exame para pessoa privado de liberdade enem ppl
inep responsável por aplicação de enem,promover,reaplicação de prova
inesperado saída de cena de elis regino 17 de março de 1945 a breve 36 ano,motivar,imediato edição póstuma de dois álbum a vivo de cantor
inexistência de prova concreto,não impedir,início de guerra
infame tipo de agressão,revelar,machismo atroz de setor de sociedade brasileiro
infantaria francês,não querer ocupar,forte
infectologista evaldo stanislau,reforçar,importância estar com dose contra covid em dia
infecção,comprometer,funcionamento de pulmão
infecção,tornar haver,meningite
infecção respiratório sazonal como gripe,aumentar,pressão
inferioriza,sepultar,saber de grupo
inferno,ter,cor vivo
infiltração em palácio de alvorada,causar,estrago
infindável utilidade de burro,contrariar,quantidade de atenção
inflação,ainda ter,maior atenção
inflação,aproximar não ultrapassar,11 %
inflação,atingir,máximas de década
inflação,atingir,nível recorde
inflação,aumentar aumentar,receita
inflação,bater,recorde histórico
inflação,continuar,meta de 2 %
inflação,dar impulsionar,superávit
inflação,fechar,ano
inflação,justificar,aumento de juro por parte de fed
inflação,já estourar,meta
inflação,mostrar,sinais atingir
inflação,não deixar fazer minguar,venda de ambulantes
inflação,onde apenas agora mostrar,sinais de mudança
inflação,pressionar,população americano
inflação,terminar,ano
inflação,ver,retrospectiva de economia brasileiro em 2022
inflação argentino,acumular,"avanço de 13,1 %"
inflação brasileiro,estourar,meta
inflação de alimento em brasil,era,dobro de registrada por ipca geral
inflação de aluguel igp–m,subir ir,mínima
inflação de café,perder nunca retomar,patamar anterior de preço
inflação de eua,subir ter,menor alta anual
inflação de zona de euro,apresentar,"leve alta de 0,3 %"
inflação de zona de euro,cair mais manter,pressão
inflação de zona de euro em outubro,ter,leve revisão
inflação elevado,afetar,popularidade
inflação elevado,afetar gravemente exercer,intenso pressão de custo
inflação em 12 mês,acumular,"alta de 5,5 % em novembro"
inflação em eua,cair fechar,ano de 2022
inflação em eua,subir acumular,"alta de 7,1 %"
inflação em queda,reduzir impedir,queda de juro
inflação em reino unido,ter,maior nível
inflação velho conhecido,ganhar,ares global
influencer,acusar,zelador entrar em casa
influencer,comemorar,chegada de lion
influencer,receber,notícia de próprio mauricio de sousa
influencer pequeno,usar,vestido vermelho com plumas
influenciador,anunciar depois compartilhar,vídeo
influenciador,assinar,coleção de maquiagem
influenciador,fazer,conteúdo de dica de inglês
influenciador,levar,susto
influenciador,montar combinar mandar,alerta sobre o
influenciador,negar,versão
influenciador,não informar,presença de jovem em interior de automóvel
influenciador,precisar posicionar reforçar,vantagem de base com qualidade de importado
influenciador,prometer assistir junto julgar,mundo
influenciador,só ter,contrato de patrocínio com empresa
influenciador,também não apresentar,veículo
influenciador,ter,relação com betzord empresa de aposta esportivo em internet
influenciador carol cabrino mulher de marquinho zagueiro de seleção,narrar,problema
influenciador conservador nick adams,acusar,empresa
influenciador dania mendez,participar passar,dia
influenciador digital,acusar,mestre–sala de unido de bangu
influenciador digital,acusar,segundo mestre–sala de unidos de bangu alessandro silva
influenciador digital,mandar,mensagem
influenciador digital juliana nehme morador de capital paulista,juntar,dinheiro
influenciador digital lorraine cutier bauer romeiro,ter,prisão
influenciador digital luva de pedreiro,usar,rede social
influenciador fitness tiago toguro,publicar,comunicado
influenciador gkay,receber,alto médica
influenciador karen bachini,fazer usar,sarcasmo
influenciador karen bachini,publicar,vídeo
influenciador karen bachini,revelar ser publicar,vídeo
influenciador luciano dia,postar,foto
influenciador nacionalista,aproveitar,notícia
influenciador pró bolsonaro,anunciar,chave de pix
influenciador tiago toguro,ganhar,destaque
influente irmão de líder norte coreano kim jong un,chamar,presidente de coreia de sul
influência,tornar,índia
influência de alcolumbre,gerar tirar,voto de pacheco
infográfico,detalhar,tragédia em litoral de sp.
informação,chegar apontar,ausência de prova
informação,dividir,opinião
informação,fazer,parte de documento de 22 página
informação,fazer,parte de processo de verificação de compra
informação,identificar,policial alexsander
informação,integrar,balanço de oitavo dia de operação escola seguro
informação,não indicar,ação radical
informação,não parecer,novidade
informação,não prejudicar,andamento de julgamento
informação,ser não permitir diferenciar,valentim
informação,ser receber,notificação de ministério de saúde
informação,ter,primeiro reunião com atual equipe de ministério de economia
informação,veio encontrar,grande quantidade de droga
informação constante em plataforma,ser não deixar,dúvida sobre valores bem quitação após confirmação de pedido
informação de localização de telefone de vítima,registrar,movimentação de aparelho
informação disponível,integrar,processo de sindicância
informação falso,levar,governo federal
informação falso,quase fazer mudar além,rumo de inquérito policial
informação falso,ter,resultado em indiciamento de pessoa
informação inicial de secretário de defesa civil,fazer,busca
informação pessoal relativo a intimidade,ter independentemente,acesso restrito
informação preliminar,dar,conta
informação relativo a intimidade,ter,acesso restrito
informação retomar em 2023,levar,perfil
informação sobre relevo,transformar,conhecimento
informação sobre tipo sanguíneo de paciente,sanar,problema recorrente em área de resgaste
infortúnio,dar,ideia para funks
infraero,assinar,contrato
infraero,deter,49 % de ação de viracopo
ingenuity,depois estabelecer,recorde
ingenuity,fazer,30 voo experimental
ingenuity,fazer,histórico primeiro voo motorizado em planeta vermelho
